Taxa	Isolate_Id	strain	date	Location	country	clade
EPI_ISL_2844843|B/Gansu-Chengguan/1515/2021|2021-03-30	EPI_ISL_2844843	EPI_ISL_2844843|B/Gansu-Chengguan/1515/2021|2021-03-30	2021-03-30	Asia / China / Lanzhou	China	V1A.3/150K
EPI_ISL_2844845|B/Gansu-Baiyin/1269/2021|2021-04-06	EPI_ISL_2844845	EPI_ISL_2844845|B/Gansu-Baiyin/1269/2021|2021-04-06	2021-04-06	Asia / China / Baiyin	China	V1A.3/150K
EPI_ISL_288968|B/Colorado/6/2017|2017-02-25	EPI_ISL_288968	EPI_ISL_288968|B/Colorado/6/2017|2017-02-25	2017-02-25	North America / United States / Colorado	United States	V1A
EPI_ISL_2918720|B/Kenya/127/2021|2021-02-23	EPI_ISL_2918720	EPI_ISL_2918720|B/Kenya/127/2021|2021-02-23	2021-02-23	Africa / Kenya	Kenya	V1A.3/133R
EPI_ISL_2918721|B/Kenya/128/2021|2021-02-24	EPI_ISL_2918721	EPI_ISL_2918721|B/Kenya/128/2021|2021-02-24	2021-02-24	Africa / Kenya	Kenya	V1A
EPI_ISL_2918723|B/Kenya/125/2021|2021-02-16	EPI_ISL_2918723	EPI_ISL_2918723|B/Kenya/125/2021|2021-02-16	2021-02-16	Africa / Kenya	Kenya	V1A.3/133R
EPI_ISL_2918724|B/Kenya/132/2021|2021-03-17	EPI_ISL_2918724	EPI_ISL_2918724|B/Kenya/132/2021|2021-03-17	2021-03-17	Africa / Kenya	Kenya	V1A
EPI_ISL_2918725|B/Kenya/131/2021|2021-03-10	EPI_ISL_2918725	EPI_ISL_2918725|B/Kenya/131/2021|2021-03-10	2021-03-10	Africa / Kenya	Kenya	V1A
EPI_ISL_2918726|B/Kenya/126/2021|2021-02-18	EPI_ISL_2918726	EPI_ISL_2918726|B/Kenya/126/2021|2021-02-18	2021-02-18	Africa / Kenya	Kenya	V1A.3/133R
EPI_ISL_2918727|B/Kenya/130/2021|2021-03-08	EPI_ISL_2918727	EPI_ISL_2918727|B/Kenya/130/2021|2021-03-08	2021-03-08	Africa / Kenya	Kenya	V1A.3/133R
EPI_ISL_2918728|B/Kenya/133/2021|2021-04-06	EPI_ISL_2918728	EPI_ISL_2918728|B/Kenya/133/2021|2021-04-06	2021-04-06	Africa / Kenya	Kenya	V1A
EPI_ISL_2918729|B/Kenya/129/2021|2021-03-05	EPI_ISL_2918729	EPI_ISL_2918729|B/Kenya/129/2021|2021-03-05	2021-03-05	Africa / Kenya	Kenya	V1A.3/133R
EPI_ISL_292772|B/Chongqing-Banan/1840/2017|2017-11-14	EPI_ISL_292772	EPI_ISL_292772|B/Chongqing-Banan/1840/2017|2017-11-14	2017-11-14	Asia / China / Chongqing	China	V1A/165N
EPI_ISL_305414|B/NAGASAKI/635/2018|2018-01-12	EPI_ISL_305414	EPI_ISL_305414|B/NAGASAKI/635/2018|2018-01-12	2018-01-12	Asia / Japan	Japan	V1A
EPI_ISL_3085820|B/Kenya/134/2021|2021-05-19	EPI_ISL_3085820	EPI_ISL_3085820|B/Kenya/134/2021|2021-05-19	2021-05-19	Africa / Kenya	Kenya	V1A.3/150K
EPI_ISL_3085821|B/Kenya/136/2021|2021-05-20	EPI_ISL_3085821	EPI_ISL_3085821|B/Kenya/136/2021|2021-05-20	2021-05-20	Africa / Kenya	Kenya	V1A.3/150K
EPI_ISL_3085822|B/Kenya/137/2021|2021-05-27	EPI_ISL_3085822	EPI_ISL_3085822|B/Kenya/137/2021|2021-05-27	2021-05-27	Africa / Kenya	Kenya	V1A
EPI_ISL_3085823|B/Kenya/135/2021|2021-05-19	EPI_ISL_3085823	EPI_ISL_3085823|B/Kenya/135/2021|2021-05-19	2021-05-19	Africa / Kenya	Kenya	V1A.3/150K
EPI_ISL_3085824|B/Kenya/134/2021|2021-05-19	EPI_ISL_3085824	EPI_ISL_3085824|B/Kenya/134/2021|2021-05-19	2021-05-19	Africa / Kenya	Kenya	V1A.3/150K
EPI_ISL_3102160|B/Singapore/WUH3801/2021|2021-06-16	EPI_ISL_3102160	EPI_ISL_3102160|B/Singapore/WUH3801/2021|2021-06-16	2021-06-16	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102161|B/Singapore/WUH4590/2021|2021-06-18	EPI_ISL_3102161	EPI_ISL_3102161|B/Singapore/WUH4590/2021|2021-06-18	2021-06-18	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102162|B/Singapore/WUH4618/2021|2021-06-18	EPI_ISL_3102162	EPI_ISL_3102162|B/Singapore/WUH4618/2021|2021-06-18	2021-06-18	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102163|B/Singapore/WUH4750/2021|2021-06-19	EPI_ISL_3102163	EPI_ISL_3102163|B/Singapore/WUH4750/2021|2021-06-19	2021-06-19	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102164|B/Singapore/WUH0784/2021|2021-06-02	EPI_ISL_3102164	EPI_ISL_3102164|B/Singapore/WUH0784/2021|2021-06-02	2021-06-02	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102165|B/Singapore/WUH1312/2021|2021-06-04	EPI_ISL_3102165	EPI_ISL_3102165|B/Singapore/WUH1312/2021|2021-06-04	2021-06-04	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102166|B/Singapore/WUH1644/2021|2021-06-06	EPI_ISL_3102166	EPI_ISL_3102166|B/Singapore/WUH1644/2021|2021-06-06	2021-06-06	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102167|B/Singapore/WUH1816/2021|2021-06-07	EPI_ISL_3102167	EPI_ISL_3102167|B/Singapore/WUH1816/2021|2021-06-07	2021-06-07	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102168|B/Singapore/WUH1818/2021|2021-06-07	EPI_ISL_3102168	EPI_ISL_3102168|B/Singapore/WUH1818/2021|2021-06-07	2021-06-07	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102169|B/Singapore/WUH1964/2021|2021-06-08	EPI_ISL_3102169	EPI_ISL_3102169|B/Singapore/WUH1964/2021|2021-06-08	2021-06-08	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102170|B/Singapore/WUH2004/2021|2021-06-08	EPI_ISL_3102170	EPI_ISL_3102170|B/Singapore/WUH2004/2021|2021-06-08	2021-06-08	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102171|B/Singapore/WUH2178/2021|2021-06-09	EPI_ISL_3102171	EPI_ISL_3102171|B/Singapore/WUH2178/2021|2021-06-09	2021-06-09	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102172|B/Singapore/WUH4855/2021|2021-06-20	EPI_ISL_3102172	EPI_ISL_3102172|B/Singapore/WUH4855/2021|2021-06-20	2021-06-20	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102173|B/Singapore/WUH4868/2021|2021-06-20	EPI_ISL_3102173	EPI_ISL_3102173|B/Singapore/WUH4868/2021|2021-06-20	2021-06-20	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102177|B/Singapore/WUH5122/2021|2021-06-21	EPI_ISL_3102177	EPI_ISL_3102177|B/Singapore/WUH5122/2021|2021-06-21	2021-06-21	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102187|B/Singapore/WUH5127/2021|2021-06-21	EPI_ISL_3102187	EPI_ISL_3102187|B/Singapore/WUH5127/2021|2021-06-21	2021-06-21	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102198|B/Singapore/WUH5128/2021|2021-06-21	EPI_ISL_3102198	EPI_ISL_3102198|B/Singapore/WUH5128/2021|2021-06-21	2021-06-21	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102206|B/Singapore/WUH5489/2021|2021-06-23	EPI_ISL_3102206	EPI_ISL_3102206|B/Singapore/WUH5489/2021|2021-06-23	2021-06-23	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3102207|B/Singapore/WUH5812/2021|2021-06-25	EPI_ISL_3102207	EPI_ISL_3102207|B/Singapore/WUH5812/2021|2021-06-25	2021-06-25	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_316139|B/KAGAWA/18162/2018|2018-02-28	EPI_ISL_316139	EPI_ISL_316139|B/KAGAWA/18162/2018|2018-02-28	2018-02-28	Asia / Japan	Japan	V1A
EPI_ISL_3247013|B/South_Africa/5582/2021|2021-04-23	EPI_ISL_3247013	EPI_ISL_3247013|B/South_Africa/5582/2021|2021-04-23	2021-04-23	Africa / South Africa	South Africa	V1A.3/150K
EPI_ISL_3247014|B/South_Africa/6149/2021|2021-05-11	EPI_ISL_3247014	EPI_ISL_3247014|B/South_Africa/6149/2021|2021-05-11	2021-05-11	Africa / South Africa	South Africa	V1A.3/150K
EPI_ISL_3247016|B/Singapore/WUH0784/2021|2021-06-02	EPI_ISL_3247016	EPI_ISL_3247016|B/Singapore/WUH0784/2021|2021-06-02	2021-06-02	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3247017|B/Singapore/WUH1312/2021|2021-06-04	EPI_ISL_3247017	EPI_ISL_3247017|B/Singapore/WUH1312/2021|2021-06-04	2021-06-04	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3247018|B/Singapore/WUH1818/2021|2021-06-07	EPI_ISL_3247018	EPI_ISL_3247018|B/Singapore/WUH1818/2021|2021-06-07	2021-06-07	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3247019|B/Singapore/WUH4618/2021|2021-06-18	EPI_ISL_3247019	EPI_ISL_3247019|B/Singapore/WUH4618/2021|2021-06-18	2021-06-18	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3247020|B/Singapore/WUH5122/2021|2021-06-21	EPI_ISL_3247020	EPI_ISL_3247020|B/Singapore/WUH5122/2021|2021-06-21	2021-06-21	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3279409|B/South_Africa/6995/2021|2021-05-28	EPI_ISL_3279409	EPI_ISL_3279409|B/South_Africa/6995/2021|2021-05-28	2021-05-28	Africa / South Africa / Gauteng	South Africa	V1A.3/150K
EPI_ISL_3279410|B/South_Africa/5021/2021|2021-04-13	EPI_ISL_3279410	EPI_ISL_3279410|B/South_Africa/5021/2021|2021-04-13	2021-04-13	Africa / South Africa / Province of KwaZulu-Natal	South Africa	V1A.3/150K
EPI_ISL_3279411|B/South_Africa/6305/2021|2021-05-13	EPI_ISL_3279411	EPI_ISL_3279411|B/South_Africa/6305/2021|2021-05-13	2021-05-13	Africa / South Africa / Province of North-West	South Africa	V1A.3/150K
EPI_ISL_330532|B/Nigeria/3352/2018|2018-01-16	EPI_ISL_330532	EPI_ISL_330532|B/Nigeria/3352/2018|2018-01-16	2018-01-16	Africa / Nigeria	Nigeria	V1A
EPI_ISL_3315851|B/Stockholm/2/2021|2021-03-01	EPI_ISL_3315851	EPI_ISL_3315851|B/Stockholm/2/2021|2021-03-01	2021-03-01	Europe / Sweden	Sweden	V1A.3/150K
EPI_ISL_3315852|B/Stockholm/3/2021|2021-03-05	EPI_ISL_3315852	EPI_ISL_3315852|B/Stockholm/3/2021|2021-03-05	2021-03-05	Europe / Sweden	Sweden	V1A.3/150K
EPI_ISL_3315853|B/Stockholm/4/2021|2021-03-15	EPI_ISL_3315853	EPI_ISL_3315853|B/Stockholm/4/2021|2021-03-15	2021-03-15	Europe / Sweden	Sweden	V1A.3/150K
EPI_ISL_331823|B/Victoria/900/2018|2018-08-22	EPI_ISL_331823	EPI_ISL_331823|B/Victoria/900/2018|2018-08-22	2018-08-22	Oceania / Australia / Victoria	Australia	V1A
EPI_ISL_332701|B/Brisbane/35/2018|2018-10-19	EPI_ISL_332701	EPI_ISL_332701|B/Brisbane/35/2018|2018-10-19	2018-10-19	Oceania / Australia / Queensland / Bowen Hills	Australia	V1A
EPI_ISL_3333574|B/South_Africa/5366/2021|2021-04-21	EPI_ISL_3333574	EPI_ISL_3333574|B/South_Africa/5366/2021|2021-04-21	2021-04-21	Africa / South Africa / Province of KwaZulu-Natal	South Africa	V1A.3/150K
EPI_ISL_3333575|B/South_Africa/5582/2021|2021-04-23	EPI_ISL_3333575	EPI_ISL_3333575|B/South_Africa/5582/2021|2021-04-23	2021-04-23	Africa / South Africa / Province of KwaZulu-Natal	South Africa	V1A.3/150K
EPI_ISL_3333576|B/South_Africa/5833/2021|2021-05-03	EPI_ISL_3333576	EPI_ISL_3333576|B/South_Africa/5833/2021|2021-05-03	2021-05-03	Africa / South Africa / Gauteng	South Africa	V1A.3/150K
EPI_ISL_3333577|B/South_Africa/6149/2021|2021-05-11	EPI_ISL_3333577	EPI_ISL_3333577|B/South_Africa/6149/2021|2021-05-11	2021-05-11	Africa / South Africa / Gauteng	South Africa	V1A.3/150K
EPI_ISL_3333578|B/South_Africa/6293/2021|2021-05-13	EPI_ISL_3333578	EPI_ISL_3333578|B/South_Africa/6293/2021|2021-05-13	2021-05-13	Africa / South Africa / Gauteng	South Africa	V1A.3/150K
EPI_ISL_3333579|B/South_Africa/8045/2021|2021-05-24	EPI_ISL_3333579	EPI_ISL_3333579|B/South_Africa/8045/2021|2021-05-24	2021-05-24	Africa / South Africa / Province of KwaZulu-Natal	South Africa	V1A.3/150K
EPI_ISL_3333580|B/South_Africa/8067/2021|2021-05-28	EPI_ISL_3333580	EPI_ISL_3333580|B/South_Africa/8067/2021|2021-05-28	2021-05-28	Africa / South Africa / Province of North-West	South Africa	V1A.3/150K
EPI_ISL_3333582|B/South_Africa/4860/2021|2021	EPI_ISL_3333582	EPI_ISL_3333582|B/South_Africa/4860/2021|2021	2021	Africa / South Africa	South Africa	V1A.3/150K
EPI_ISL_3333583|B/South_Africa/4861/2021|2021	EPI_ISL_3333583	EPI_ISL_3333583|B/South_Africa/4861/2021|2021	2021	Africa / South Africa	South Africa	V1A.3/150K
EPI_ISL_336856|B/Sichuan-Gaoxin/531/2018|2018-12-26	EPI_ISL_336856	EPI_ISL_336856|B/Sichuan-Gaoxin/531/2018|2018-12-26	2018-12-26	Asia / China / Sichuan	China	V1A.3/133R
EPI_ISL_3373686|B/AbuDhabi/6258701/2020_VIC|2020-12-17	EPI_ISL_3373686	EPI_ISL_3373686|B/AbuDhabi/6258701/2020_VIC|2020-12-17	2020-12-17	Asia / United Arab Emirates / Abu Zaby	United Arab Emirates	V1A.3/150K
EPI_ISL_338963|B/Victoria/705/2018|2018-10-30	EPI_ISL_338963	EPI_ISL_338963|B/Victoria/705/2018|2018-10-30	2018-10-30	Oceania / Australia / Victoria / Clyde	Australia	V1A
EPI_ISL_3446785|B/South_Africa/5582/2021|2021-04-23	EPI_ISL_3446785	EPI_ISL_3446785|B/South_Africa/5582/2021|2021-04-23	2021-04-23	Africa / South Africa / Province of KwaZulu-Natal	South Africa	V1A.3/150K
EPI_ISL_3446786|B/South_Africa/6149/2021|2021-05-11	EPI_ISL_3446786	EPI_ISL_3446786|B/South_Africa/6149/2021|2021-05-11	2021-05-11	Africa / South Africa / Gauteng	South Africa	V1A.3/150K
EPI_ISL_3446787|B/South_Africa/6305/2021|2021-05-13	EPI_ISL_3446787	EPI_ISL_3446787|B/South_Africa/6305/2021|2021-05-13	2021-05-13	Africa / South Africa / Province of North-West	South Africa	V1A.3/150K
EPI_ISL_3446788|B/South_Africa/8067/2021|2021-05-28	EPI_ISL_3446788	EPI_ISL_3446788|B/South_Africa/8067/2021|2021-05-28	2021-05-28	Africa / South Africa / Province of North-West	South Africa	V1A.3/150K
EPI_ISL_3446789|B/Singapore/WUH0784/2021|2021-06-02	EPI_ISL_3446789	EPI_ISL_3446789|B/Singapore/WUH0784/2021|2021-06-02	2021-06-02	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3446790|B/Singapore/WUH1312/2021|2021-06-04	EPI_ISL_3446790	EPI_ISL_3446790|B/Singapore/WUH1312/2021|2021-06-04	2021-06-04	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3446791|B/Singapore/WUH1818/2021|2021-06-07	EPI_ISL_3446791	EPI_ISL_3446791|B/Singapore/WUH1818/2021|2021-06-07	2021-06-07	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3446792|B/Singapore/WUH4618/2021|2021-06-18	EPI_ISL_3446792	EPI_ISL_3446792|B/Singapore/WUH4618/2021|2021-06-18	2021-06-18	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3446793|B/Singapore/WUH5122/2021|2021-06-21	EPI_ISL_3446793	EPI_ISL_3446793|B/Singapore/WUH5122/2021|2021-06-21	2021-06-21	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3481309|B/Michigan/01/2021|2021-01-09	EPI_ISL_3481309	EPI_ISL_3481309|B/Michigan/01/2021|2021-01-09	2021-01-09	North America / United States / Michigan	United States	V1A.3/150K
EPI_ISL_349990|B/Saskatchewan/RV0649/2019|2019	EPI_ISL_349990	EPI_ISL_349990|B/Saskatchewan/RV0649/2019|2019	2019	North America / Canada	Canada	V1A.3/133R
EPI_ISL_3535218|B/Bangladesh/603001/2021|2021-06-02	EPI_ISL_3535218	EPI_ISL_3535218|B/Bangladesh/603001/2021|2021-06-02	2021-06-02	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535219|B/Bangladesh/3053/2021|2021-05-30	EPI_ISL_3535219	EPI_ISL_3535219|B/Bangladesh/3053/2021|2021-05-30	2021-05-30	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535220|B/Bangladesh/8028/2021|2021-03-24	EPI_ISL_3535220	EPI_ISL_3535220|B/Bangladesh/8028/2021|2021-03-24	2021-03-24	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535221|B/Bangladesh/3055/2021|2021-05-31	EPI_ISL_3535221	EPI_ISL_3535221|B/Bangladesh/3055/2021|2021-05-31	2021-05-31	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535222|B/Bangladesh/3002/2021|2021-05-02	EPI_ISL_3535222	EPI_ISL_3535222|B/Bangladesh/3002/2021|2021-05-02	2021-05-02	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535223|B/Bangladesh/9013/2021|2021-06-05	EPI_ISL_3535223	EPI_ISL_3535223|B/Bangladesh/9013/2021|2021-06-05	2021-06-05	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535224|B/Bangladesh/8007/2021|2021-05-29	EPI_ISL_3535224	EPI_ISL_3535224|B/Bangladesh/8007/2021|2021-05-29	2021-05-29	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535225|B/Bangladesh/3001/2021|2021-05-02	EPI_ISL_3535225	EPI_ISL_3535225|B/Bangladesh/3001/2021|2021-05-02	2021-05-02	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535226|B/Bangladesh/3010/2021|2021-04-09	EPI_ISL_3535226	EPI_ISL_3535226|B/Bangladesh/3010/2021|2021-04-09	2021-04-09	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535227|B/Bangladesh/2065/2021|2021-04-27	EPI_ISL_3535227	EPI_ISL_3535227|B/Bangladesh/2065/2021|2021-04-27	2021-04-27	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535228|B/Bangladesh/1002/2021|2021-06-02	EPI_ISL_3535228	EPI_ISL_3535228|B/Bangladesh/1002/2021|2021-06-02	2021-06-02	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535229|B/Bangladesh/513002/2021|2021-05-02	EPI_ISL_3535229	EPI_ISL_3535229|B/Bangladesh/513002/2021|2021-05-02	2021-05-02	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535230|B/Bangladesh/0020/2021|2021-05-27	EPI_ISL_3535230	EPI_ISL_3535230|B/Bangladesh/0020/2021|2021-05-27	2021-05-27	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535231|B/Bangladesh/3026/2021|2021-05-28	EPI_ISL_3535231	EPI_ISL_3535231|B/Bangladesh/3026/2021|2021-05-28	2021-05-28	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535232|B/Bangladesh/8027/2021|2021-02-23	EPI_ISL_3535232	EPI_ISL_3535232|B/Bangladesh/8027/2021|2021-02-23	2021-02-23	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535233|B/Bangladesh/2039/2021|2021-04-06	EPI_ISL_3535233	EPI_ISL_3535233|B/Bangladesh/2039/2021|2021-04-06	2021-04-06	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535234|B/Bangladesh/2022/2021|2021-05-29	EPI_ISL_3535234	EPI_ISL_3535234|B/Bangladesh/2022/2021|2021-05-29	2021-05-29	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535235|B/Bangladesh/3021/2021|2021-05-23	EPI_ISL_3535235	EPI_ISL_3535235|B/Bangladesh/3021/2021|2021-05-23	2021-05-23	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535236|B/Bangladesh/1005/2021|2021-05-08	EPI_ISL_3535236	EPI_ISL_3535236|B/Bangladesh/1005/2021|2021-05-08	2021-05-08	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535237|B/Bangladesh/3024/2021|2021-05-28	EPI_ISL_3535237	EPI_ISL_3535237|B/Bangladesh/3024/2021|2021-05-28	2021-05-28	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535238|B/Bangladesh/2025/2021|2021-05-30	EPI_ISL_3535238	EPI_ISL_3535238|B/Bangladesh/2025/2021|2021-05-30	2021-05-30	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535239|B/Bangladesh/4010/2021|2021-04-08	EPI_ISL_3535239	EPI_ISL_3535239|B/Bangladesh/4010/2021|2021-04-08	2021-04-08	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535240|B/Bangladesh/0001/2021|2021-06-05	EPI_ISL_3535240	EPI_ISL_3535240|B/Bangladesh/0001/2021|2021-06-05	2021-06-05	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535241|B/Bangladesh/2010/2021|2021-05-23	EPI_ISL_3535241	EPI_ISL_3535241|B/Bangladesh/2010/2021|2021-05-23	2021-05-23	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535242|B/Bangladesh/603008/2021|2021-06-04	EPI_ISL_3535242	EPI_ISL_3535242|B/Bangladesh/603008/2021|2021-06-04	2021-06-04	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535243|B/Cote_D_Ivoire/948/2020|2020-05-28	EPI_ISL_3535243	EPI_ISL_3535243|B/Cote_D_Ivoire/948/2020|2020-05-28	2020-05-28	Africa / Cote d'Ivoire	Cote d_Ivoire	V1A.3/150K
EPI_ISL_3535244|B/Paris/9878/2020|2020-11-20	EPI_ISL_3535244	EPI_ISL_3535244|B/Paris/9878/2020|2020-11-20	2020-11-20	Europe / France	France	V1A.3/150K
EPI_ISL_3535245|B/Bangladesh/0019/2021|2021-04-21	EPI_ISL_3535245	EPI_ISL_3535245|B/Bangladesh/0019/2021|2021-04-21	2021-04-21	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535246|B/Bangladesh/8004/2021|2021-06-03	EPI_ISL_3535246	EPI_ISL_3535246|B/Bangladesh/8004/2021|2021-06-03	2021-06-03	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535247|B/Bangladesh/9026/2021|2021-05-30	EPI_ISL_3535247	EPI_ISL_3535247|B/Bangladesh/9026/2021|2021-05-30	2021-05-30	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535248|B/Bangladesh/3004/2021|2021-06-05	EPI_ISL_3535248	EPI_ISL_3535248|B/Bangladesh/3004/2021|2021-06-05	2021-06-05	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535249|B/Bangladesh/0004/2021|2021-06-06	EPI_ISL_3535249	EPI_ISL_3535249|B/Bangladesh/0004/2021|2021-06-06	2021-06-06	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535250|B/Bangladesh/1008/2021|2021-04-18	EPI_ISL_3535250	EPI_ISL_3535250|B/Bangladesh/1008/2021|2021-04-18	2021-04-18	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535251|B/Bangladesh/3008/2021|2021-05-22	EPI_ISL_3535251	EPI_ISL_3535251|B/Bangladesh/3008/2021|2021-05-22	2021-05-22	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535252|B/Bangladesh/0009/2021|2021-05-17	EPI_ISL_3535252	EPI_ISL_3535252|B/Bangladesh/0009/2021|2021-05-17	2021-05-17	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535253|B/Bangladesh/3015/2021|2021-05-20	EPI_ISL_3535253	EPI_ISL_3535253|B/Bangladesh/3015/2021|2021-05-20	2021-05-20	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535254|B/Bangladesh/2014/2021|2021-05-27	EPI_ISL_3535254	EPI_ISL_3535254|B/Bangladesh/2014/2021|2021-05-27	2021-05-27	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535255|B/Bangladesh/0015/2021|2021-05-20	EPI_ISL_3535255	EPI_ISL_3535255|B/Bangladesh/0015/2021|2021-05-20	2021-05-20	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535256|B/Abu_Dhabi/2210731356/2021|2021-03-14	EPI_ISL_3535256	EPI_ISL_3535256|B/Abu_Dhabi/2210731356/2021|2021-03-14	2021-03-14	Asia / United Arab Emirates	United Arab Emirates	V1A.3/150K
EPI_ISL_3535258|B/Singapore/WUH0784/2021|2021-06-02	EPI_ISL_3535258	EPI_ISL_3535258|B/Singapore/WUH0784/2021|2021-06-02	2021-06-02	Asia / Singapore	Singapore	V1A.3/150K
EPI_ISL_3535259|B/Bangladesh/1031/2021|2021-05-31	EPI_ISL_3535259	EPI_ISL_3535259|B/Bangladesh/1031/2021|2021-05-31	2021-05-31	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535260|B/Bangladesh/2007/2021|2021-06-03	EPI_ISL_3535260	EPI_ISL_3535260|B/Bangladesh/2007/2021|2021-06-03	2021-06-03	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535261|B/Bangladesh/3015/2021|2021-05-20	EPI_ISL_3535261	EPI_ISL_3535261|B/Bangladesh/3015/2021|2021-05-20	2021-05-20	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535262|B/Bangladesh/3004/2021|2021-06-05	EPI_ISL_3535262	EPI_ISL_3535262|B/Bangladesh/3004/2021|2021-06-05	2021-06-05	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535263|B/Bangladesh/603001/2021|2021-06-02	EPI_ISL_3535263	EPI_ISL_3535263|B/Bangladesh/603001/2021|2021-06-02	2021-06-02	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535264|B/Bangladesh/613015/2021|2021-06-06	EPI_ISL_3535264	EPI_ISL_3535264|B/Bangladesh/613015/2021|2021-06-06	2021-06-06	Asia / Bangladesh	Bangladesh	V1A.3/150K
EPI_ISL_3535265|B/Bangladesh/0019/2021|2021-04-21	EPI_ISL_3535265	EPI_ISL_3535265|B/Bangladesh/0019/2021|2021-04-21	2021-04-21	Asia / Bangladesh	Bangladesh	V1A.3/150K
