Taxa	Isolate_Id	strain	date	Location	country	clade
EPI_ISL_389221|A/Oman/4419/2019|2019-07-10	EPI_ISL_389221	EPI_ISL_389221|A/Oman/4419/2019|2019-07-10	2019-07-10	Asia / Oman	Oman	6b1.A/183P-5a
EPI_ISL_389320|A/Swansea/7695/2019|2019-06-12	EPI_ISL_389320	EPI_ISL_389320|A/Swansea/7695/2019|2019-06-12	2019-06-12	Europe / United Kingdom / City and County of Swansea	United Kingdom	6b1.A/183P-5a
EPI_ISL_389321|A/Swansea/1469/2019|2019-07-09	EPI_ISL_389321	EPI_ISL_389321|A/Swansea/1469/2019|2019-07-09	2019-07-09	Europe / United Kingdom / City and County of Swansea	United Kingdom	6b1.A/183P-5b
EPI_ISL_389518|A/Victoria/2761/2019|2019-07-29	EPI_ISL_389518	EPI_ISL_389518|A/Victoria/2761/2019|2019-07-29	2019-07-29	Oceania / Australia / Victoria / Bacchus Marsh	Australia	6b1.A/183P-5a
EPI_ISL_389525|A/Sri_Lanka/39/2019|2019-08-04	EPI_ISL_389525	EPI_ISL_389525|A/Sri_Lanka/39/2019|2019-08-04	2019-08-04	Asia / Sri Lanka / Western	Sri Lanka	6b1.A/183P-5a
EPI_ISL_389526|A/Sri_Lanka/40/2019|2019-08-04	EPI_ISL_389526	EPI_ISL_389526|A/Sri_Lanka/40/2019|2019-08-04	2019-08-04	Asia / Sri Lanka / North Western	Sri Lanka	6b1.A/183P-5a
EPI_ISL_389531|A/Victoria/2771/2019|2019-08-03	EPI_ISL_389531	EPI_ISL_389531|A/Victoria/2771/2019|2019-08-03	2019-08-03	Oceania / Australia / Victoria / Tarneit	Australia	6b1.A/183P-5a
EPI_ISL_389532|A/Brisbane/64/2019|2019-06-26	EPI_ISL_389532	EPI_ISL_389532|A/Brisbane/64/2019|2019-06-26	2019-06-26	Oceania / Australia / Queensland / Deception Bay	Australia	6b1.A/183P-5a
EPI_ISL_389534|A/Townsville/45/2019|2019-07-21	EPI_ISL_389534	EPI_ISL_389534|A/Townsville/45/2019|2019-07-21	2019-07-21	Oceania / Australia / Queensland / Manoora	Australia	6b1.A/183P-5a
EPI_ISL_389536|A/Tasmania/1017/2019|2019-07-04	EPI_ISL_389536	EPI_ISL_389536|A/Tasmania/1017/2019|2019-07-04	2019-07-04	Oceania / Australia / Tasmania / Wynyard	Australia	6b1.A/183P-5a
EPI_ISL_389537|A/Darwin/639/2019|2019-08-04	EPI_ISL_389537	EPI_ISL_389537|A/Darwin/639/2019|2019-08-04	2019-08-04	Oceania / Australia / Northern Territory	Australia	6b1.A/183P-5a
EPI_ISL_390212|A/Argentina/1556/2019|2019-07-19	EPI_ISL_390212	EPI_ISL_390212|A/Argentina/1556/2019|2019-07-19	2019-07-19	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390215|A/Argentina/1463/2019|2019-07-10	EPI_ISL_390215	EPI_ISL_390215|A/Argentina/1463/2019|2019-07-10	2019-07-10	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390216|A/Argentina/1373/2019|2019-06-14	EPI_ISL_390216	EPI_ISL_390216|A/Argentina/1373/2019|2019-06-14	2019-06-14	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390217|A/Argentina/1366/2019|2019-06-28	EPI_ISL_390217	EPI_ISL_390217|A/Argentina/1366/2019|2019-06-28	2019-06-28	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390218|A/Argentina/1357/2019|2019-07-13	EPI_ISL_390218	EPI_ISL_390218|A/Argentina/1357/2019|2019-07-13	2019-07-13	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390219|A/Argentina/1323/2019|2019-06-26	EPI_ISL_390219	EPI_ISL_390219|A/Argentina/1323/2019|2019-06-26	2019-06-26	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390220|A/Argentina/1322/2019|2019-07-05	EPI_ISL_390220	EPI_ISL_390220|A/Argentina/1322/2019|2019-07-05	2019-07-05	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390222|A/Argentina/712/2019|2019-06-23	EPI_ISL_390222	EPI_ISL_390222|A/Argentina/712/2019|2019-06-23	2019-06-23	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390223|A/Argentina/815/2019|2019-06-26	EPI_ISL_390223	EPI_ISL_390223|A/Argentina/815/2019|2019-06-26	2019-06-26	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390232|A/Argentina/933/2019|2019-06-26	EPI_ISL_390232	EPI_ISL_390232|A/Argentina/933/2019|2019-06-26	2019-06-26	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390245|A/Hong_Kong/3036/2019|2019-07-16	EPI_ISL_390245	EPI_ISL_390245|A/Hong_Kong/3036/2019|2019-07-16	2019-07-16	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/183P-5a
EPI_ISL_390246|A/Hong_Kong/3035/2019|2019-07-17	EPI_ISL_390246	EPI_ISL_390246|A/Hong_Kong/3035/2019|2019-07-17	2019-07-17	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/187A
EPI_ISL_390247|A/Hong_Kong/3034/2019|2019-07-16	EPI_ISL_390247	EPI_ISL_390247|A/Hong_Kong/3034/2019|2019-07-16	2019-07-16	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/187A
EPI_ISL_390249|A/Hong_Kong/3032/2019|2019-07-16	EPI_ISL_390249	EPI_ISL_390249|A/Hong_Kong/3032/2019|2019-07-16	2019-07-16	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/183P-5a
EPI_ISL_390251|A/Hong_Kong/3029/2019|2019-07-15	EPI_ISL_390251	EPI_ISL_390251|A/Hong_Kong/3029/2019|2019-07-15	2019-07-15	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/183P-5a
EPI_ISL_390252|A/Hong_Kong/3030/2019|2019-07-15	EPI_ISL_390252	EPI_ISL_390252|A/Hong_Kong/3030/2019|2019-07-15	2019-07-15	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/187A
EPI_ISL_390253|A/Hong_Kong/3027/2019|2019-07-15	EPI_ISL_390253	EPI_ISL_390253|A/Hong_Kong/3027/2019|2019-07-15	2019-07-15	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/183P-5a
EPI_ISL_390254|A/Hong_Kong/3028/2019|2019-07-15	EPI_ISL_390254	EPI_ISL_390254|A/Hong_Kong/3028/2019|2019-07-15	2019-07-15	Asia / Hong Kong (SAR)	Hong Kong (SAR)	6b1.A/187A
EPI_ISL_390263|A/Argentina/14384/2019|2019-07-23	EPI_ISL_390263	EPI_ISL_390263|A/Argentina/14384/2019|2019-07-23	2019-07-23	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390266|A/Costa_Rica/6917/2019|2019-06-23	EPI_ISL_390266	EPI_ISL_390266|A/Costa_Rica/6917/2019|2019-06-23	2019-06-23	North America / Costa Rica	Costa Rica	6b1.A/183P-5b
EPI_ISL_390267|A/Costa_Rica/7360/2019|2019-06-25	EPI_ISL_390267	EPI_ISL_390267|A/Costa_Rica/7360/2019|2019-06-25	2019-06-25	North America / Costa Rica	Costa Rica	6b1.A/183P-5b
EPI_ISL_390276|A/Bangladesh/3190603014/2019|2019-06-15	EPI_ISL_390276	EPI_ISL_390276|A/Bangladesh/3190603014/2019|2019-06-15	2019-06-15	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_390346|A/Argentina/14323/2019|2019-07-15	EPI_ISL_390346	EPI_ISL_390346|A/Argentina/14323/2019|2019-07-15	2019-07-15	South America / Argentina	Argentina	6b1.A/183P-5a
EPI_ISL_390363|A/Costa_Rica/7318/2019|2019-06-26	EPI_ISL_390363	EPI_ISL_390363|A/Costa_Rica/7318/2019|2019-06-26	2019-06-26	North America / Costa Rica	Costa Rica	6b1.A/183P-5b
EPI_ISL_390366|A/Costa_Rica/7477/2019|2019-06-28	EPI_ISL_390366	EPI_ISL_390366|A/Costa_Rica/7477/2019|2019-06-28	2019-06-28	North America / Costa Rica	Costa Rica	6b1.A/183P-5b
EPI_ISL_390369|A/Costa_Rica/8104/2019|2019-07-02	EPI_ISL_390369	EPI_ISL_390369|A/Costa_Rica/8104/2019|2019-07-02	2019-07-02	North America / Costa Rica	Costa Rica	6b1.A/183P-5b
EPI_ISL_390370|A/Costa_Rica/7907/2019|2019-06-27	EPI_ISL_390370	EPI_ISL_390370|A/Costa_Rica/7907/2019|2019-06-27	2019-06-27	North America / Costa Rica	Costa Rica	6b1.A/183P-5b
EPI_ISL_390379|A/Guangdong-Maonan/1536/2019|2019-06-17	EPI_ISL_390379	EPI_ISL_390379|A/Guangdong-Maonan/1536/2019|2019-06-17	2019-06-17	Asia / China	China	6b1.A/187A
EPI_ISL_390386|A/Bangladesh/1190610032/2019|2019-06-16	EPI_ISL_390386	EPI_ISL_390386|A/Bangladesh/1190610032/2019|2019-06-16	2019-06-16	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_390395|A/Bangladesh/3190612015/2019|2019-06-16	EPI_ISL_390395	EPI_ISL_390395|A/Bangladesh/3190612015/2019|2019-06-16	2019-06-16	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_390396|A/Bangladesh/2016/2019|2019-06-15	EPI_ISL_390396	EPI_ISL_390396|A/Bangladesh/2016/2019|2019-06-15	2019-06-15	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_390400|A/Costa_Rica/6681/2019|2019-06-17	EPI_ISL_390400	EPI_ISL_390400|A/Costa_Rica/6681/2019|2019-06-17	2019-06-17	North America / Costa Rica	Costa Rica	6b1.A/183P-5b
EPI_ISL_390413|A/Costa_Rica/7594/2019|2019-06-30	EPI_ISL_390413	EPI_ISL_390413|A/Costa_Rica/7594/2019|2019-06-30	2019-06-30	North America / Costa Rica	Costa Rica	6b1.A/183P-5b
EPI_ISL_390571|A/Victoria/235/2019|2019-08-26	EPI_ISL_390571	EPI_ISL_390571|A/Victoria/235/2019|2019-08-26	2019-08-26	Oceania / Australia / Victoria / Kew	Australia	6b1.A/183P-5a
EPI_ISL_390574|A/Brisbane/102/2019|2019-08-15	EPI_ISL_390574	EPI_ISL_390574|A/Brisbane/102/2019|2019-08-15	2019-08-15	Oceania / Australia / Queensland / Deception Bay	Australia	6b1.A/183P-5a
EPI_ISL_390576|A/Sydney/386/2019|2019-08-06	EPI_ISL_390576	EPI_ISL_390576|A/Sydney/386/2019|2019-08-06	2019-08-06	Oceania / Australia / New South Wales / Parramatta	Australia	6b1.A/183P-5a
EPI_ISL_390628|A/Shanghai-Jingan/SWL11170/2019|2019-06-12	EPI_ISL_390628	EPI_ISL_390628|A/Shanghai-Jingan/SWL11170/2019|2019-06-12	2019-06-12	Asia / China / Shanghai	China	6b1.A/183P-5a
EPI_ISL_390629|A/Guangdong-Jinping/SWL8157/2019|2019-08-04	EPI_ISL_390629	EPI_ISL_390629|A/Guangdong-Jinping/SWL8157/2019|2019-08-04	2019-08-04	Asia / China / Guangdong	China	6b1.A
EPI_ISL_390689|A/Guangdong-Maonan/SWL1646/2019|2019-07-23	EPI_ISL_390689	EPI_ISL_390689|A/Guangdong-Maonan/SWL1646/2019|2019-07-23	2019-07-23	Asia / China / Guangdong	China	6b1.A/187A
EPI_ISL_391073|A/Gothenburg/1/2019|2019-08-27	EPI_ISL_391073	EPI_ISL_391073|A/Gothenburg/1/2019|2019-08-27	2019-08-27	Europe / Sweden / Vastra Gotalands lan	Sweden	6b1.A/183P-5a
EPI_ISL_391080|A/Stockholm/26/2019|2019-08-19	EPI_ISL_391080	EPI_ISL_391080|A/Stockholm/26/2019|2019-08-19	2019-08-19	Europe / Sweden / Stockholms lan	Sweden	6b1.A/183P-5a
EPI_ISL_391083|A/Jonkoping/1/2019|2019-08-22	EPI_ISL_391083	EPI_ISL_391083|A/Jonkoping/1/2019|2019-08-22	2019-08-22	Europe / Sweden / Jonkopings lan	Sweden	6b1.A/183P-5a
EPI_ISL_391085|A/Stockholm/28/2019|2019-08-21	EPI_ISL_391085	EPI_ISL_391085|A/Stockholm/28/2019|2019-08-21	2019-08-21	Europe / Sweden / Stockholms lan	Sweden	6b1.A/183P-5a
EPI_ISL_391271|A/Bangladesh/3190613017/2019|2019-06-19	EPI_ISL_391271	EPI_ISL_391271|A/Bangladesh/3190613017/2019|2019-06-19	2019-06-19	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_391272|A/Bangladesh/4021/2019|2019-06-20	EPI_ISL_391272	EPI_ISL_391272|A/Bangladesh/4021/2019|2019-06-20	2019-06-20	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_391274|A/Bangladesh/1190613031/2019|2019-06-22	EPI_ISL_391274	EPI_ISL_391274|A/Bangladesh/1190613031/2019|2019-06-22	2019-06-22	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_391275|A/Bangladesh/7190613011/2019|2019-06-22	EPI_ISL_391275	EPI_ISL_391275|A/Bangladesh/7190613011/2019|2019-06-22	2019-06-22	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_391276|A/Bangladesh/9010/2019|2019-06-24	EPI_ISL_391276	EPI_ISL_391276|A/Bangladesh/9010/2019|2019-06-24	2019-06-24	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_391277|A/Bangladesh/4032/2019|2019-06-24	EPI_ISL_391277	EPI_ISL_391277|A/Bangladesh/4032/2019|2019-06-24	2019-06-24	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_391280|A/Bangladesh/3058/2019|2019-06-27	EPI_ISL_391280	EPI_ISL_391280|A/Bangladesh/3058/2019|2019-06-27	2019-06-27	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_391281|A/Bangladesh/3060/2019|2019-06-28	EPI_ISL_391281	EPI_ISL_391281|A/Bangladesh/3060/2019|2019-06-28	2019-06-28	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_391282|A/Florida/89/2019|2019-07-31	EPI_ISL_391282	EPI_ISL_391282|A/Florida/89/2019|2019-07-31	2019-07-31	North America / United States / Florida	United States	6b1.A/183P-5a
EPI_ISL_391285|A/Florida/92/2019|2019-08-13	EPI_ISL_391285	EPI_ISL_391285|A/Florida/92/2019|2019-08-13	2019-08-13	North America / United States / Florida	United States	6b1.A/183P-5a
EPI_ISL_391287|A/Delaware/45/2019|2019-08-19	EPI_ISL_391287	EPI_ISL_391287|A/Delaware/45/2019|2019-08-19	2019-08-19	North America / United States / Delaware	United States	6b1.A/183P-5b
EPI_ISL_391520|A/Victoria/83/2019|2019-06-11	EPI_ISL_391520	EPI_ISL_391520|A/Victoria/83/2019|2019-06-11	2019-06-11	Oceania / Australia / Victoria / Lethbridge	Australia	6b1.A/183P-5a
EPI_ISL_391525|A/Victoria/128/2019|2019-07-01	EPI_ISL_391525	EPI_ISL_391525|A/Victoria/128/2019|2019-07-01	2019-07-01	Oceania / Australia / Victoria / South Yarra	Australia	6b1.A/183P-5a
EPI_ISL_391538|A/Victoria/174/2019|2019-07-17	EPI_ISL_391538	EPI_ISL_391538|A/Victoria/174/2019|2019-07-17	2019-07-17	Oceania / Australia / Victoria	Australia	6b1.A/183P-5a
EPI_ISL_391540|A/Victoria/2693/2019|2019-06-22	EPI_ISL_391540	EPI_ISL_391540|A/Victoria/2693/2019|2019-06-22	2019-06-22	Oceania / Australia / Victoria / Coolaroo	Australia	6b1.A/183P-5a
EPI_ISL_391541|A/Victoria/2701/2019|2019-06-28	EPI_ISL_391541	EPI_ISL_391541|A/Victoria/2701/2019|2019-06-28	2019-06-28	Oceania / Australia / Victoria / Essendon	Australia	6b1.A/183P-5a
EPI_ISL_391542|A/Victoria/2691/2019|2019-06-24	EPI_ISL_391542	EPI_ISL_391542|A/Victoria/2691/2019|2019-06-24	2019-06-24	Oceania / Australia / Victoria / Maribrynong	Australia	6b1.A/183P-5a
EPI_ISL_391553|A/Sydney/166/2019|2019-07-01	EPI_ISL_391553	EPI_ISL_391553|A/Sydney/166/2019|2019-07-01	2019-07-01	Oceania / Australia / New South Wales / Worlds End	Australia	6b1.A/183P-5a
EPI_ISL_391554|A/Darwin/529/2019|2019-06-19	EPI_ISL_391554	EPI_ISL_391554|A/Darwin/529/2019|2019-06-19	2019-06-19	Oceania / Australia / Northern Territory	Australia	6b1.A/183P-5b
EPI_ISL_391556|A/Victoria/2618/2019|2019-06-12	EPI_ISL_391556	EPI_ISL_391556|A/Victoria/2618/2019|2019-06-12	2019-06-12	Oceania / Australia / Victoria / Kalkallo	Australia	6b1.A/183P-5a
EPI_ISL_391562|A/Victoria/163/2019|2019-07-11	EPI_ISL_391562	EPI_ISL_391562|A/Victoria/163/2019|2019-07-11	2019-07-11	Oceania / Australia / Victoria / Balaclava	Australia	6b1.A/183P-5a
EPI_ISL_391563|A/Yasothon/2273/2019|2019-06-21	EPI_ISL_391563	EPI_ISL_391563|A/Yasothon/2273/2019|2019-06-21	2019-06-21	Asia / Thailand / Yasothon	Thailand	6b1.A/183P-5a
EPI_ISL_391808|A/Paris/2146/2019|2019-08-29	EPI_ISL_391808	EPI_ISL_391808|A/Paris/2146/2019|2019-08-29	2019-08-29	Europe / France / Ile de France	France	6b1.A/183P-5a
EPI_ISL_391809|A/Rennes/2147/2019|2019-08-01	EPI_ISL_391809	EPI_ISL_391809|A/Rennes/2147/2019|2019-08-01	2019-08-01	Europe / France / Bretagne	France	6b1.A/183P-5a
EPI_ISL_392486|A/TOKYO/19168/2019|2019-07-24	EPI_ISL_392486	EPI_ISL_392486|A/TOKYO/19168/2019|2019-07-24	2019-07-24	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_392487|A/EHIME/85/2019|2019-08-28	EPI_ISL_392487	EPI_ISL_392487|A/EHIME/85/2019|2019-08-28	2019-08-28	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_392493|A/OKINAWA/83/2019|2019-07-29	EPI_ISL_392493	EPI_ISL_392493|A/OKINAWA/83/2019|2019-07-29	2019-07-29	Asia / Japan	Japan	6b1.A/183P-5a
EPI_ISL_392494|A/OKINAWA/89/2019|2019-08-06	EPI_ISL_392494	EPI_ISL_392494|A/OKINAWA/89/2019|2019-08-06	2019-08-06	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_392495|A/OKINAWA/93/2019|2019-08-13	EPI_ISL_392495	EPI_ISL_392495|A/OKINAWA/93/2019|2019-08-13	2019-08-13	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_392496|A/OKINAWA/94/2019|2019-08-19	EPI_ISL_392496	EPI_ISL_392496|A/OKINAWA/94/2019|2019-08-19	2019-08-19	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_392588|A/Mogi_Das_Cruzes/1218859-IAL/2019|2019-07-08	EPI_ISL_392588	EPI_ISL_392588|A/Mogi_Das_Cruzes/1218859-IAL/2019|2019-07-08	2019-07-08	South America / Brazil	Brazil	6b1.A/183P-5b
EPI_ISL_392590|A/Louisiana/40/2019|2019-08-27	EPI_ISL_392590	EPI_ISL_392590|A/Louisiana/40/2019|2019-08-27	2019-08-27	North America / United States / Louisiana	United States	6b1.A/183P-5b
EPI_ISL_392616|A/Texas/389/2019|2019-08-18	EPI_ISL_392616	EPI_ISL_392616|A/Texas/389/2019|2019-08-18	2019-08-18	North America / United States / Texas	United States	6b1.A/183P-5b
EPI_ISL_392618|A/Arizona/32/2019|2019-07-11	EPI_ISL_392618	EPI_ISL_392618|A/Arizona/32/2019|2019-07-11	2019-07-11	North America / United States / Arizona	United States	6b1.A/183P-5a
EPI_ISL_392620|A/Texas/388/2019|2019-08-15	EPI_ISL_392620	EPI_ISL_392620|A/Texas/388/2019|2019-08-15	2019-08-15	North America / United States / Texas	United States	6b1.A/183P-5a
EPI_ISL_392621|A/District_Of_Columbia/40/2019|2019-09-03	EPI_ISL_392621	EPI_ISL_392621|A/District_Of_Columbia/40/2019|2019-09-03	2019-09-03	North America / United States / District of Columbia	United States	6b1.A/183P-5a
EPI_ISL_392622|A/Taiwan/82472/2019|2019-06-11	EPI_ISL_392622	EPI_ISL_392622|A/Taiwan/82472/2019|2019-06-11	2019-06-11	Asia / Taiwan	Taiwan	6b1.A/183P-5a
EPI_ISL_394076|A/Lebanon/462/2019|2019-06-18	EPI_ISL_394076	EPI_ISL_394076|A/Lebanon/462/2019|2019-06-18	2019-06-18	Asia / Lebanon	Lebanon	6b1.A/183P-5a
EPI_ISL_394080|A/Norway/2193/2019|2019-07-18	EPI_ISL_394080	EPI_ISL_394080|A/Norway/2193/2019|2019-07-18	2019-07-18	Europe / Norway	Norway	6b1.A/183P-5a
EPI_ISL_394081|A/Norway/2196/2019|2019-07-19	EPI_ISL_394081	EPI_ISL_394081|A/Norway/2196/2019|2019-07-19	2019-07-19	Europe / Norway	Norway	6b1.A/183P-5a
EPI_ISL_394082|A/Norway/2200/2019|2019-07-17	EPI_ISL_394082	EPI_ISL_394082|A/Norway/2200/2019|2019-07-17	2019-07-17	Europe / Norway	Norway	6b1.A/183P-5a
EPI_ISL_394083|A/Norway/2223/2019|2019-07-26	EPI_ISL_394083	EPI_ISL_394083|A/Norway/2223/2019|2019-07-26	2019-07-26	Europe / Norway	Norway	6b1.A/183P-5a
EPI_ISL_394084|A/Norway/2227/2019|2019-08-15	EPI_ISL_394084	EPI_ISL_394084|A/Norway/2227/2019|2019-08-15	2019-08-15	Europe / Norway	Norway	6b1.A/183P-5b
EPI_ISL_394086|A/Norway/2231/2019|2019-08-15	EPI_ISL_394086	EPI_ISL_394086|A/Norway/2231/2019|2019-08-15	2019-08-15	Europe / Norway	Norway	6b1.A/183P-5b
EPI_ISL_394092|A/Oman/4123/2019|2019-06-14	EPI_ISL_394092	EPI_ISL_394092|A/Oman/4123/2019|2019-06-14	2019-06-14	Asia / Oman	Oman	6b1.A/183P-5a
EPI_ISL_394096|A/Oman/4204/2019|2019-06-19	EPI_ISL_394096	EPI_ISL_394096|A/Oman/4204/2019|2019-06-19	2019-06-19	Asia / Oman	Oman	6b1.A/183P-5a
EPI_ISL_394171|A/TOKYO/EH1806/2019|2019-07-09	EPI_ISL_394171	EPI_ISL_394171|A/TOKYO/EH1806/2019|2019-07-09	2019-07-09	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_394172|A/TOKYO/EH1807/2019|2019-07-11	EPI_ISL_394172	EPI_ISL_394172|A/TOKYO/EH1807/2019|2019-07-11	2019-07-11	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_394175|A/SAITAMA/172/2019|2019-06-17	EPI_ISL_394175	EPI_ISL_394175|A/SAITAMA/172/2019|2019-06-17	2019-06-17	Asia / Japan	Japan	6b1.A/183P-5a
EPI_ISL_394181|A/KAWASAKI/180/2019|2019-06-24	EPI_ISL_394181	EPI_ISL_394181|A/KAWASAKI/180/2019|2019-06-24	2019-06-24	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_394182|A/KAWASAKI/182/2019|2019-07-06	EPI_ISL_394182	EPI_ISL_394182|A/KAWASAKI/182/2019|2019-07-06	2019-07-06	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_394186|A/YOKOHAMA/163/2019|2019-07-19	EPI_ISL_394186	EPI_ISL_394186|A/YOKOHAMA/163/2019|2019-07-19	2019-07-19	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_394194|A/KANAGAWA/157/2019|2019-08-02	EPI_ISL_394194	EPI_ISL_394194|A/KANAGAWA/157/2019|2019-08-02	2019-08-02	Asia / Japan	Japan	6b1.A/187A
EPI_ISL_394872|A/Taiwan/82882/2019|2019-08-07	EPI_ISL_394872	EPI_ISL_394872|A/Taiwan/82882/2019|2019-08-07	2019-08-07	Asia / Taiwan	Taiwan	6b1.A/183P-5a
EPI_ISL_394873|A/Taiwan/82883/2019|2019-08-07	EPI_ISL_394873	EPI_ISL_394873|A/Taiwan/82883/2019|2019-08-07	2019-08-07	Asia / Taiwan	Taiwan	6b1.A/183P-5a
EPI_ISL_394874|A/Taiwan/82886/2019|2019-08-07	EPI_ISL_394874	EPI_ISL_394874|A/Taiwan/82886/2019|2019-08-07	2019-08-07	Asia / Taiwan	Taiwan	6b1.A/187A
EPI_ISL_394971|A/Mexico/2364/2019|2019-07-11	EPI_ISL_394971	EPI_ISL_394971|A/Mexico/2364/2019|2019-07-11	2019-07-11	North America / Mexico	Mexico	6b1.A/183P-5a
EPI_ISL_394973|A/Mexico/2424/2019|2019-07-25	EPI_ISL_394973	EPI_ISL_394973|A/Mexico/2424/2019|2019-07-25	2019-07-25	North America / Mexico	Mexico	6b1.A/183P-7
EPI_ISL_394974|A/Hawaii/63/2019|2019-09-10	EPI_ISL_394974	EPI_ISL_394974|A/Hawaii/63/2019|2019-09-10	2019-09-10	North America / United States / Hawaii	United States	6b1.A/183P-5b
EPI_ISL_394975|A/Alaska/41/2019|2019-08-28	EPI_ISL_394975	EPI_ISL_394975|A/Alaska/41/2019|2019-08-28	2019-08-28	North America / United States / Alaska	United States	6b1.A/183P-5a
EPI_ISL_394979|A/Mexico/2362/2019|2019-07-09	EPI_ISL_394979	EPI_ISL_394979|A/Mexico/2362/2019|2019-07-09	2019-07-09	North America / Mexico	Mexico	6b1.A/183P-5a
EPI_ISL_394980|A/Wisconsin/565/2019|2019-09-15	EPI_ISL_394980	EPI_ISL_394980|A/Wisconsin/565/2019|2019-09-15	2019-09-15	North America / United States / Wisconsin	United States	6b1.A/183P-7
EPI_ISL_394994|A/Bolivia/1290/2019|2019-07-03	EPI_ISL_394994	EPI_ISL_394994|A/Bolivia/1290/2019|2019-07-03	2019-07-03	South America / Bolivia, Plurinationial State of	Bolivia, Plurinationial State of	6b1.A/183P-5a
EPI_ISL_394995|A/Bolivia/1238/2019|2019-06-25	EPI_ISL_394995	EPI_ISL_394995|A/Bolivia/1238/2019|2019-06-25	2019-06-25	South America / Bolivia, Plurinationial State of	Bolivia, Plurinationial State of	6b1.A/183P-5a
EPI_ISL_395040|A/Arizona/38/2019|2019-09-15	EPI_ISL_395040	EPI_ISL_395040|A/Arizona/38/2019|2019-09-15	2019-09-15	North America / United States / Arizona	United States	6b1.A/187A
EPI_ISL_395060|A/Carmarthen/5650/2019|2019-10-07	EPI_ISL_395060	EPI_ISL_395060|A/Carmarthen/5650/2019|2019-10-07	2019-10-07	Europe / United Kingdom / County of Carmarthenshire	United Kingdom	6b1.A/183P-5b
EPI_ISL_395079|A/Rouen/2226/2019|2019-09-21	EPI_ISL_395079	EPI_ISL_395079|A/Rouen/2226/2019|2019-09-21	2019-09-21	Europe / France / Haute-Normandie	France	6b1.A/183P-5a
EPI_ISL_395163|A/Bangladesh/1190704026/2019|2019-07-13	EPI_ISL_395163	EPI_ISL_395163|A/Bangladesh/1190704026/2019|2019-07-13	2019-07-13	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_395165|A/Bangladesh/1190703005/2019|2019-07-05	EPI_ISL_395165	EPI_ISL_395165|A/Bangladesh/1190703005/2019|2019-07-05	2019-07-05	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_395168|A/Bangladesh/4014/2019|2019-07-07	EPI_ISL_395168	EPI_ISL_395168|A/Bangladesh/4014/2019|2019-07-07	2019-07-07	Asia / Bangladesh	Bangladesh	6b1.A/183P-5a
EPI_ISL_395170|A/Minnesota/51/2019|2019-09-23	EPI_ISL_395170	EPI_ISL_395170|A/Minnesota/51/2019|2019-09-23	2019-09-23	North America / United States / Minnesota	United States	6b1.A/187A
