Taxa	Isolate_Id	strain	date	Location	country	clade
EPI_ISL_3447260|A/Netherlands/00007/2021|2021-08-02	EPI_ISL_3447260	EPI_ISL_3447260|A/Netherlands/00007/2021|2021-08-02	2021-08-02	Europe / Netherlands	Netherlands	A1b/94N
EPI_ISL_346283|A/South_Australia/34/2019|2019-02-06	EPI_ISL_346283	EPI_ISL_346283|A/South_Australia/34/2019|2019-02-06	2019-02-06	Oceania / Australia / South Australia / Bedford Park	Australia	A1b/131K
EPI_ISL_347938|A/Hong_Kong/45/2019|2018-12-24	EPI_ISL_347938	EPI_ISL_347938|A/Hong_Kong/45/2019|2018-12-24	2018-12-24	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/137F
EPI_ISL_3479384|A/Michigan/173/2020|2020-11-19	EPI_ISL_3479384	EPI_ISL_3479384|A/Michigan/173/2020|2020-11-19	2020-11-19	North America / United States / Michigan	United States	A1b/94N
EPI_ISL_3534314|A/Michigan/01/2021|2021-07-11	EPI_ISL_3534314	EPI_ISL_3534314|A/Michigan/01/2021|2021-07-11	2021-07-11	North America / United States / Michigan	United States	A1b/94N
EPI_ISL_3534315|A/Michigan/01/2021|2021-07-11	EPI_ISL_3534315	EPI_ISL_3534315|A/Michigan/01/2021|2021-07-11	2021-07-11	North America / United States / Michigan	United States	A1b/94N
EPI_ISL_3534316|A/Abu_Dhabi/2210332924/2021|2021-02-07	EPI_ISL_3534316	EPI_ISL_3534316|A/Abu_Dhabi/2210332924/2021|2021-02-07	2021-02-07	Asia / United Arab Emirates	United Arab Emirates	A1b/94N
EPI_ISL_3534317|A/Abu_Dhabi/2210622842/2021|2021-03-03	EPI_ISL_3534317	EPI_ISL_3534317|A/Abu_Dhabi/2210622842/2021|2021-03-03	2021-03-03	Asia / United Arab Emirates	United Arab Emirates	A1b/94N
EPI_ISL_3534318|A/Abu_Dhabi/2211541032/2021|2021-06-03	EPI_ISL_3534318	EPI_ISL_3534318|A/Abu_Dhabi/2211541032/2021|2021-06-03	2021-06-03	Asia / United Arab Emirates	United Arab Emirates	A1b/94N
EPI_ISL_3534319|A/Darwin/6/2021|2021-03-16	EPI_ISL_3534319	EPI_ISL_3534319|A/Darwin/6/2021|2021-03-16	2021-03-16	Oceania / Australia	Australia	A1b/94N
EPI_ISL_3534320|A/Michigan/02/2021|2021-07-14	EPI_ISL_3534320	EPI_ISL_3534320|A/Michigan/02/2021|2021-07-14	2021-07-14	North America / United States / Michigan	United States	A1b/94N
EPI_ISL_3534321|A/Michigan/02/2021|2021-07-14	EPI_ISL_3534321	EPI_ISL_3534321|A/Michigan/02/2021|2021-07-14	2021-07-14	North America / United States / Michigan	United States	A1b/94N
EPI_ISL_3534322|A/Cote_D_Ivoire/1692/2021|2021-05-22	EPI_ISL_3534322	EPI_ISL_3534322|A/Cote_D_Ivoire/1692/2021|2021-05-22	2021-05-22	Africa / Cote d'Ivoire	Cote d_Ivoire	A1b/186D
EPI_ISL_3534323|A/Cote_D_Ivoire/2058/2021|2021-06-15	EPI_ISL_3534323	EPI_ISL_3534323|A/Cote_D_Ivoire/2058/2021|2021-06-15	2021-06-15	Africa / Cote d'Ivoire	Cote d_Ivoire	A1b/186D
EPI_ISL_3534324|A/Cote_D_Ivoire/1879/2021|2021-06-07	EPI_ISL_3534324	EPI_ISL_3534324|A/Cote_D_Ivoire/1879/2021|2021-06-07	2021-06-07	Africa / Cote d'Ivoire	Cote d_Ivoire	A1b/186D
EPI_ISL_3534325|A/Abu_Dhabi/2210622842/2021|2021-03-03	EPI_ISL_3534325	EPI_ISL_3534325|A/Abu_Dhabi/2210622842/2021|2021-03-03	2021-03-03	Asia / United Arab Emirates	United Arab Emirates	A1b/94N
EPI_ISL_363864|A/Hawaii/42/2019|2019-05-28	EPI_ISL_363864	EPI_ISL_363864|A/Hawaii/42/2019|2019-05-28	2019-05-28	North America / United States / Hawaii	United States	A1b/197R
EPI_ISL_363971|A/Delaware/39/2019|2019-05-28	EPI_ISL_363971	EPI_ISL_363971|A/Delaware/39/2019|2019-05-28	2019-05-28	North America / United States / Delaware	United States	A1b/137F
EPI_ISL_365480|A/Kirov/CRIE/416/2019|2019-06-17	EPI_ISL_365480	EPI_ISL_365480|A/Kirov/CRIE/416/2019|2019-06-17	2019-06-17	Europe / Russian Federation / Kirov Oblast	Russian Federation	3c3.A
EPI_ISL_365746|A/Minnesota/44/2019|2019-06-18	EPI_ISL_365746	EPI_ISL_365746|A/Minnesota/44/2019|2019-06-18	2019-06-18	North America / United States / Minnesota	United States	A1b/135K
EPI_ISL_368196|A/Arizona/31/2019|2019-06-26	EPI_ISL_368196	EPI_ISL_368196|A/Arizona/31/2019|2019-06-26	2019-06-26	North America / United States / Arizona	United States	A1b/131K
EPI_ISL_368199|A/Florida/80/2019|2019-06-29	EPI_ISL_368199	EPI_ISL_368199|A/Florida/80/2019|2019-06-29	2019-06-29	North America / United States / Florida	United States	A1b/197R
EPI_ISL_368202|A/Wisconsin/556/2019|2019-07-02	EPI_ISL_368202	EPI_ISL_368202|A/Wisconsin/556/2019|2019-07-02	2019-07-02	North America / United States / Wisconsin	United States	A1b/197R
EPI_ISL_368205|A/Hawaii/48/2019|2019-06-13	EPI_ISL_368205	EPI_ISL_368205|A/Hawaii/48/2019|2019-06-13	2019-06-13	North America / United States / Hawaii	United States	3c3.A
EPI_ISL_377300|A/Hong_Kong/2669/2019|2019-06-18	EPI_ISL_377300	EPI_ISL_377300|A/Hong_Kong/2669/2019|2019-06-18	2019-06-18	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/137F
EPI_ISL_377302|A/Hong_Kong/2671/2019|2019-06-17	EPI_ISL_377302	EPI_ISL_377302|A/Hong_Kong/2671/2019|2019-06-17	2019-06-17	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/137F
EPI_ISL_377303|A/Hong_Kong/2672/2019|2019-06-17	EPI_ISL_377303	EPI_ISL_377303|A/Hong_Kong/2672/2019|2019-06-17	2019-06-17	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/131K
EPI_ISL_377304|A/Hong_Kong/2673/2019|2019-06-18	EPI_ISL_377304	EPI_ISL_377304|A/Hong_Kong/2673/2019|2019-06-18	2019-06-18	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/131K
EPI_ISL_377305|A/Hong_Kong/2674/2019|2019-06-19	EPI_ISL_377305	EPI_ISL_377305|A/Hong_Kong/2674/2019|2019-06-19	2019-06-19	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/131K
EPI_ISL_377307|A/Hong_Kong/2676/2019|2019-06-19	EPI_ISL_377307	EPI_ISL_377307|A/Hong_Kong/2676/2019|2019-06-19	2019-06-19	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/137F
EPI_ISL_377832|A/Jamaica/2063/2019|2019-06-26	EPI_ISL_377832	EPI_ISL_377832|A/Jamaica/2063/2019|2019-06-26	2019-06-26	North America / Jamaica	Jamaica	3c3.A
EPI_ISL_378034|A/Nebraska/11/2019|2019-07-09	EPI_ISL_378034	EPI_ISL_378034|A/Nebraska/11/2019|2019-07-09	2019-07-09	North America / United States / Nebraska	United States	A1b/135K
EPI_ISL_378084|A/Wisconsin/558/2019|2019-07-22	EPI_ISL_378084	EPI_ISL_378084|A/Wisconsin/558/2019|2019-07-22	2019-07-22	North America / United States / Wisconsin	United States	A1b/197R
EPI_ISL_378086|A/Michigan/387/2019|2019-06-30	EPI_ISL_378086	EPI_ISL_378086|A/Michigan/387/2019|2019-06-30	2019-06-30	North America / United States / Michigan	United States	A1b/197R
EPI_ISL_380083|A/Guatemala/10/2019|2019-06-13	EPI_ISL_380083	EPI_ISL_380083|A/Guatemala/10/2019|2019-06-13	2019-06-13	North America / Guatemala	Guatemala	3c3.A
EPI_ISL_381721|A/TOKYO/19121/2019|2019-06-17	EPI_ISL_381721	EPI_ISL_381721|A/TOKYO/19121/2019|2019-06-17	2019-06-17	Asia / Japan	Japan	A1b/197R
EPI_ISL_382014|A/Santiago/61056/2019|2019-06-18	EPI_ISL_382014	EPI_ISL_382014|A/Santiago/61056/2019|2019-06-18	2019-06-18	South America / Chile / Region Metropolitana de Santiago	Chile	A1b/197R
EPI_ISL_382025|A/Santiago/62358/2019|2019-07-06	EPI_ISL_382025	EPI_ISL_382025|A/Santiago/62358/2019|2019-07-06	2019-07-06	South America / Chile / Region Metropolitana de Santiago	Chile	3c3.A
EPI_ISL_386834|A/Texas/357/2019|2019-07-11	EPI_ISL_386834	EPI_ISL_386834|A/Texas/357/2019|2019-07-11	2019-07-11	North America / United States / Texas	United States	A1b/94N
EPI_ISL_386844|A/Indiana/34/2019|2019-06-20	EPI_ISL_386844	EPI_ISL_386844|A/Indiana/34/2019|2019-06-20	2019-06-20	North America / United States / Indiana	United States	A1b/131K
EPI_ISL_386845|A/Texas/358/2019|2019-07-15	EPI_ISL_386845	EPI_ISL_386845|A/Texas/358/2019|2019-07-15	2019-07-15	North America / United States / Texas	United States	A1b/197R
EPI_ISL_386847|A/North_Dakota/27/2019|2019-07-22	EPI_ISL_386847	EPI_ISL_386847|A/North_Dakota/27/2019|2019-07-22	2019-07-22	North America / United States / North Dakota	United States	A1b/197R
EPI_ISL_386865|A/Nakhonphanom/498/2019|2019-06-25	EPI_ISL_386865	EPI_ISL_386865|A/Nakhonphanom/498/2019|2019-06-25	2019-06-25	Asia / Thailand	Thailand	A1b/197R
EPI_ISL_386964|A/Iquique/63421/2019|2019-06-28	EPI_ISL_386964	EPI_ISL_386964|A/Iquique/63421/2019|2019-06-28	2019-06-28	South America / Chile / Iquique	Chile	3c3.A
EPI_ISL_386972|A/Santiago/53729/2019|2019-06-11	EPI_ISL_386972	EPI_ISL_386972|A/Santiago/53729/2019|2019-06-11	2019-06-11	South America / Chile / Region Metropolitana de Santiago	Chile	A1b/197R
EPI_ISL_386973|A/Santiago/54567/2019|2019-06-12	EPI_ISL_386973	EPI_ISL_386973|A/Santiago/54567/2019|2019-06-12	2019-06-12	South America / Chile / Region Metropolitana de Santiago	Chile	A1b/197R
EPI_ISL_386974|A/Santiago/60419/2019|2019-06-15	EPI_ISL_386974	EPI_ISL_386974|A/Santiago/60419/2019|2019-06-15	2019-06-15	South America / Chile / Region Metropolitana de Santiago	Chile	3c3.A
EPI_ISL_387041|A/Iceland/12621/2019|2019-06-15	EPI_ISL_387041	EPI_ISL_387041|A/Iceland/12621/2019|2019-06-15	2019-06-15	Europe / Iceland	Iceland	A1b/131K
EPI_ISL_389068|A/Victoria/169/2019|2019-07-12	EPI_ISL_389068	EPI_ISL_389068|A/Victoria/169/2019|2019-07-12	2019-07-12	Oceania / Australia / Victoria / Vermont	Australia	A1b/197R
EPI_ISL_389223|A/Oman/4471/2019|2019-07-11	EPI_ISL_389223	EPI_ISL_389223|A/Oman/4471/2019|2019-07-11	2019-07-11	Asia / Oman	Oman	3c3.A
EPI_ISL_389224|A/Oman/4518/2019|2019-07-18	EPI_ISL_389224	EPI_ISL_389224|A/Oman/4518/2019|2019-07-18	2019-07-18	Asia / Oman	Oman	A1b/137F
EPI_ISL_389256|A/Oman/4262/2019|2019-06-25	EPI_ISL_389256	EPI_ISL_389256|A/Oman/4262/2019|2019-06-25	2019-06-25	Asia / Oman	Oman	A1b/131K
EPI_ISL_389283|A/Victoria/177/2019|2019-07-19	EPI_ISL_389283	EPI_ISL_389283|A/Victoria/177/2019|2019-07-19	2019-07-19	Oceania / Australia / Victoria / Grovedale	Australia	A1b/197R
EPI_ISL_389325|A/Cardiff/9746/2019|2019-06-12	EPI_ISL_389325	EPI_ISL_389325|A/Cardiff/9746/2019|2019-06-12	2019-06-12	Europe / United Kingdom / City and County of Cardiff	United Kingdom	A1b/197R
EPI_ISL_389327|A/Port_Talbot/2404/2019|2019-07-30	EPI_ISL_389327	EPI_ISL_389327|A/Port_Talbot/2404/2019|2019-07-30	2019-07-30	Europe / United Kingdom / County Borough of Neath Port Talbot	United Kingdom	3c3.A
EPI_ISL_389329|A/Wrexham/3245/2019|2019-07-25	EPI_ISL_389329	EPI_ISL_389329|A/Wrexham/3245/2019|2019-07-25	2019-07-25	Europe / United Kingdom / County Borough of Wrexham	United Kingdom	A1b/197R
EPI_ISL_389491|A/Espirito_Santo/510/2019|2019-06-22	EPI_ISL_389491	EPI_ISL_389491|A/Espirito_Santo/510/2019|2019-06-22	2019-06-22	South America / Brazil / Estado de Espirito Santo / VITORIA	Brazil	A1b/135K
EPI_ISL_389563|A/Victoria/223/2019|2019-08-12	EPI_ISL_389563	EPI_ISL_389563|A/Victoria/223/2019|2019-08-12	2019-08-12	Oceania / Australia / Victoria / Castlemaine	Australia	A1b/197R
EPI_ISL_390012|A/Hong_Kong/3055/2019|2019-07-17	EPI_ISL_390012	EPI_ISL_390012|A/Hong_Kong/3055/2019|2019-07-17	2019-07-17	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/197R
EPI_ISL_390014|A/Hong_Kong/3054/2019|2019-07-17	EPI_ISL_390014	EPI_ISL_390014|A/Hong_Kong/3054/2019|2019-07-17	2019-07-17	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/197R
EPI_ISL_390016|A/Hong_Kong/3052/2019|2019-07-16	EPI_ISL_390016	EPI_ISL_390016|A/Hong_Kong/3052/2019|2019-07-16	2019-07-16	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/137F
EPI_ISL_390036|A/Florida/85/2019|2019-07-19	EPI_ISL_390036	EPI_ISL_390036|A/Florida/85/2019|2019-07-19	2019-07-19	North America / United States / Florida	United States	A1b/197R
EPI_ISL_390064|A/Bangladesh/3190603004/2019|2019-06-12	EPI_ISL_390064	EPI_ISL_390064|A/Bangladesh/3190603004/2019|2019-06-12	2019-06-12	Asia / Bangladesh	Bangladesh	A1b/137F
EPI_ISL_390088|A/Minnesota/50/2019|2019-08-08	EPI_ISL_390088	EPI_ISL_390088|A/Minnesota/50/2019|2019-08-08	2019-08-08	North America / United States / Minnesota	United States	A1b/131K
EPI_ISL_390090|A/Argentina/1532/2019|2019-06-23	EPI_ISL_390090	EPI_ISL_390090|A/Argentina/1532/2019|2019-06-23	2019-06-23	South America / Argentina	Argentina	3c3.A
EPI_ISL_390097|A/Argentina/1422/2019|2019-07-16	EPI_ISL_390097	EPI_ISL_390097|A/Argentina/1422/2019|2019-07-16	2019-07-16	South America / Argentina	Argentina	A1b/131K
EPI_ISL_390113|A/Hong_Kong/3059/2019|2019-07-17	EPI_ISL_390113	EPI_ISL_390113|A/Hong_Kong/3059/2019|2019-07-17	2019-07-17	Asia / Hong Kong (SAR)	Hong Kong (SAR)	A1b/197R
EPI_ISL_390124|A/Kenya/6516/2019|2019-07-21	EPI_ISL_390124	EPI_ISL_390124|A/Kenya/6516/2019|2019-07-21	2019-07-21	Africa / Kenya	Kenya	A1b/131K
EPI_ISL_390137|A/Argentina/14373/2019|2019-07-16	EPI_ISL_390137	EPI_ISL_390137|A/Argentina/14373/2019|2019-07-16	2019-07-16	South America / Argentina	Argentina	A1b/131K
EPI_ISL_390200|A/Santiago/62822/2019|2019-07-10	EPI_ISL_390200	EPI_ISL_390200|A/Santiago/62822/2019|2019-07-10	2019-07-10	South America / Chile	Chile	3c3.A
EPI_ISL_390201|A/Santiago/62164/2019|2019-07-09	EPI_ISL_390201	EPI_ISL_390201|A/Santiago/62164/2019|2019-07-09	2019-07-09	South America / Chile	Chile	3c3.A
EPI_ISL_390203|A/Talca/63219/2019|2019-07-06	EPI_ISL_390203	EPI_ISL_390203|A/Talca/63219/2019|2019-07-06	2019-07-06	South America / Chile	Chile	3c3.A
EPI_ISL_390582|A/Sydney/1109/2019|2019-07-09	EPI_ISL_390582	EPI_ISL_390582|A/Sydney/1109/2019|2019-07-09	2019-07-09	Oceania / Australia / New South Wales / Neutral Bay	Australia	A1b/197R
EPI_ISL_390583|A/Perth/1127/2019|2019-07-04	EPI_ISL_390583	EPI_ISL_390583|A/Perth/1127/2019|2019-07-04	2019-07-04	Oceania / Australia / Western Australia / Bentley	Australia	A1b/197R
EPI_ISL_390590|A/Victoria/205/2019|2019-07-25	EPI_ISL_390590	EPI_ISL_390590|A/Victoria/205/2019|2019-07-25	2019-07-25	Oceania / Australia / Victoria / Windsor	Australia	A1b/197R
EPI_ISL_390596|A/Victoria/213/2019|2019-08-05	EPI_ISL_390596	EPI_ISL_390596|A/Victoria/213/2019|2019-08-05	2019-08-05	Oceania / Australia / Victoria / Balwyn	Australia	A1b/137F
EPI_ISL_390623|A/Guangxi-Jiangzhou/1630/2019|2019-08-05	EPI_ISL_390623	EPI_ISL_390623|A/Guangxi-Jiangzhou/1630/2019|2019-08-05	2019-08-05	Asia / China / Guangxi	China	A1b/137F
EPI_ISL_390624|A/Hunan-Hecheng/1846/2019|2019-08-06	EPI_ISL_390624	EPI_ISL_390624|A/Hunan-Hecheng/1846/2019|2019-08-06	2019-08-06	Asia / China / Hunan	China	A1b/137F
EPI_ISL_390625|A/Sichuan-Qingyang/11300/2019|2019-08-06	EPI_ISL_390625	EPI_ISL_390625|A/Sichuan-Qingyang/11300/2019|2019-08-06	2019-08-06	Asia / China / Sichuan	China	A1b/131K
EPI_ISL_390626|A/Guangdong-Duanzhou/1707/2019|2019-08-06	EPI_ISL_390626	EPI_ISL_390626|A/Guangdong-Duanzhou/1707/2019|2019-08-06	2019-08-06	Asia / China / Guangdong	China	A1b/137F
EPI_ISL_390627|A/Shanghai-Jiading/1634/2019|2019-08-06	EPI_ISL_390627	EPI_ISL_390627|A/Shanghai-Jiading/1634/2019|2019-08-06	2019-08-06	Asia / China / Shanghai	China	A1b/131K
EPI_ISL_390632|A/Guangxi-Qinnan/1849/2019|2019-07-08	EPI_ISL_390632	EPI_ISL_390632|A/Guangxi-Qinnan/1849/2019|2019-07-08	2019-07-08	Asia / China / Guangxi	China	A1b/137F
EPI_ISL_390633|A/Guangxi-Chengzhong/1655/2019|2019-07-24	EPI_ISL_390633	EPI_ISL_390633|A/Guangxi-Chengzhong/1655/2019|2019-07-24	2019-07-24	Asia / China / Guangxi	China	A1b/137F
EPI_ISL_390658|A/Guangxi-Jinchengjiang/12968/2019|2019-06-30	EPI_ISL_390658	EPI_ISL_390658|A/Guangxi-Jinchengjiang/12968/2019|2019-06-30	2019-06-30	Asia / China / Guangxi	China	A1b/137F
EPI_ISL_390663|A/Guangdong-Qingcheng/1569/2019|2019-07-15	EPI_ISL_390663	EPI_ISL_390663|A/Guangdong-Qingcheng/1569/2019|2019-07-15	2019-07-15	Asia / China / Guangdong	China	A1b/137F
EPI_ISL_390679|A/Guangxi-Wanxiu/1624/2019|2019-07-04	EPI_ISL_390679	EPI_ISL_390679|A/Guangxi-Wanxiu/1624/2019|2019-07-04	2019-07-04	Asia / China / Guangxi	China	A1b/137F
EPI_ISL_390693|A/Guangdong-Maonan/1572/2019|2019-06-25	EPI_ISL_390693	EPI_ISL_390693|A/Guangdong-Maonan/1572/2019|2019-06-25	2019-06-25	Asia / China / Guangdong	China	A1b/197R
EPI_ISL_390694|A/Guangdong-Maonan/1589/2019|2019-07-02	EPI_ISL_390694	EPI_ISL_390694|A/Guangdong-Maonan/1589/2019|2019-07-02	2019-07-02	Asia / China / Guangdong	China	A1b/197R
EPI_ISL_390695|A/Guangdong-Duanzhou/1594/2019|2019-07-02	EPI_ISL_390695	EPI_ISL_390695|A/Guangdong-Duanzhou/1594/2019|2019-07-02	2019-07-02	Asia / China / Guangdong	China	A1b/197R
EPI_ISL_390701|A/Zhejiang-Dinghai/1533/2019|2019-07-01	EPI_ISL_390701	EPI_ISL_390701|A/Zhejiang-Dinghai/1533/2019|2019-07-01	2019-07-01	Asia / China / Zhejiang	China	A1b/197R
EPI_ISL_390702|A/Zhejiang-Dinghai/1546/2019|2019-07-08	EPI_ISL_390702	EPI_ISL_390702|A/Zhejiang-Dinghai/1546/2019|2019-07-08	2019-07-08	Asia / China / Zhejiang	China	A1b/197R
EPI_ISL_391067|A/Umea/1/2019|2019-07-02	EPI_ISL_391067	EPI_ISL_391067|A/Umea/1/2019|2019-07-02	2019-07-02	Europe / Sweden / Vasterbottens lan	Sweden	A1b/131K
EPI_ISL_391071|A/Stockholm/22/2019|2019-08-23	EPI_ISL_391071	EPI_ISL_391071|A/Stockholm/22/2019|2019-08-23	2019-08-23	Europe / Sweden / Stockholms lan	Sweden	A1b/94N
EPI_ISL_391072|A/Stockholm/23/2019|2019-08-27	EPI_ISL_391072	EPI_ISL_391072|A/Stockholm/23/2019|2019-08-27	2019-08-27	Europe / Sweden / Stockholms lan	Sweden	A1b/137F
EPI_ISL_391075|A/Gothenburg/3/2019|2019-08-19	EPI_ISL_391075	EPI_ISL_391075|A/Gothenburg/3/2019|2019-08-19	2019-08-19	Europe / Sweden / Vastra Gotalands lan	Sweden	A1b/131K
EPI_ISL_391076|A/Gothenburg/4/2019|2019-08-19	EPI_ISL_391076	EPI_ISL_391076|A/Gothenburg/4/2019|2019-08-19	2019-08-19	Europe / Sweden / Vastra Gotalands lan	Sweden	A1b/131K
EPI_ISL_391079|A/Halmstad/5/2019|2019-09-06	EPI_ISL_391079	EPI_ISL_391079|A/Halmstad/5/2019|2019-09-06	2019-09-06	Europe / Sweden / Hallands lan	Sweden	3c3.A
EPI_ISL_391081|A/Stockholm/27/2019|2019-08-18	EPI_ISL_391081	EPI_ISL_391081|A/Stockholm/27/2019|2019-08-18	2019-08-18	Europe / Sweden / Stockholms lan	Sweden	A1b/94N
EPI_ISL_391084|A/Norrkoping/1/2019|2019-08-21	EPI_ISL_391084	EPI_ISL_391084|A/Norrkoping/1/2019|2019-08-21	2019-08-21	Europe / Sweden / Ostergotlands lan	Sweden	A3
EPI_ISL_391141|A/Bangladesh/3190613016_/2019|2019-06-19	EPI_ISL_391141	EPI_ISL_391141|A/Bangladesh/3190613016_/2019|2019-06-19	2019-06-19	Asia / Bangladesh	Bangladesh	A1b/137F
EPI_ISL_391143|A/Bangladesh/4025/2019|2019-06-19	EPI_ISL_391143	EPI_ISL_391143|A/Bangladesh/4025/2019|2019-06-19	2019-06-19	Asia / Bangladesh	Bangladesh	A1b/137F
EPI_ISL_391146|A/Bangladesh/1012/2019|2019-06-19	EPI_ISL_391146	EPI_ISL_391146|A/Bangladesh/1012/2019|2019-06-19	2019-06-19	Asia / Bangladesh	Bangladesh	A1b/137F
EPI_ISL_391157|A/Bangladesh/7190609002/2019|2019-06-22	EPI_ISL_391157	EPI_ISL_391157|A/Bangladesh/7190609002/2019|2019-06-22	2019-06-22	Asia / Bangladesh	Bangladesh	A1b/137F
EPI_ISL_391175|A/Bangladesh/1190614034/2019|2019-06-26	EPI_ISL_391175	EPI_ISL_391175|A/Bangladesh/1190614034/2019|2019-06-26	2019-06-26	Asia / Bangladesh	Bangladesh	A1b/137F
EPI_ISL_391188|A/Florida/90/2019|2019-08-01	EPI_ISL_391188	EPI_ISL_391188|A/Florida/90/2019|2019-08-01	2019-08-01	North America / United States / Florida	United States	A1b/197R
EPI_ISL_391191|A/Alaska/38/2019|2019-08-11	EPI_ISL_391191	EPI_ISL_391191|A/Alaska/38/2019|2019-08-11	2019-08-11	North America / United States / Alaska	United States	A1b/197R
EPI_ISL_391196|A/Wisconsin/560/2019|2019-08-26	EPI_ISL_391196	EPI_ISL_391196|A/Wisconsin/560/2019|2019-08-26	2019-08-26	North America / United States / Wisconsin	United States	A1b/197R
EPI_ISL_391359|A/Bangladesh/4015/2019|2019-06-26	EPI_ISL_391359	EPI_ISL_391359|A/Bangladesh/4015/2019|2019-06-26	2019-06-26	Asia / Bangladesh	Bangladesh	A1b/137F
EPI_ISL_391445|A/Victoria/2615/2019|2019-06-12	EPI_ISL_391445	EPI_ISL_391445|A/Victoria/2615/2019|2019-06-12	2019-06-12	Oceania / Australia / Victoria / Coburg	Australia	A1b/197R
EPI_ISL_392480|A/MIE/21/2019|2019-09-02	EPI_ISL_392480	EPI_ISL_392480|A/MIE/21/2019|2019-09-02	2019-09-02	Asia / Japan	Japan	A1b/137F
EPI_ISL_392482|A/MIE/23/2019|2019-09-03	EPI_ISL_392482	EPI_ISL_392482|A/MIE/23/2019|2019-09-03	2019-09-03	Asia / Japan	Japan	A1b/137F
EPI_ISL_392485|A/TOKYO/19139/2019|2019-06-22	EPI_ISL_392485	EPI_ISL_392485|A/TOKYO/19139/2019|2019-06-22	2019-06-22	Asia / Japan	Japan	A1b/197R
EPI_ISL_392527|A/Sao_Paulo/1198850-IAL/2019|2019-06-17	EPI_ISL_392527	EPI_ISL_392527|A/Sao_Paulo/1198850-IAL/2019|2019-06-17	2019-06-17	South America / Brazil	Brazil	3c3.A
EPI_ISL_392533|A/Pariquera-Acu/1199649-IAL/2019|2019-06-18	EPI_ISL_392533	EPI_ISL_392533|A/Pariquera-Acu/1199649-IAL/2019|2019-06-18	2019-06-18	South America / Brazil	Brazil	A1b/131K
EPI_ISL_392535|A/Barueri/1216473-IAL/2019|2019-07-04	EPI_ISL_392535	EPI_ISL_392535|A/Barueri/1216473-IAL/2019|2019-07-04	2019-07-04	South America / Brazil	Brazil	A2/re
EPI_ISL_392536|A/Sao_Paulo/1218374-IAL/2019|2019-07-07	EPI_ISL_392536	EPI_ISL_392536|A/Sao_Paulo/1218374-IAL/2019|2019-07-07	2019-07-07	South America / Brazil	Brazil	A1b/197R
EPI_ISL_392542|A/Boituva/863604-IAL/2019|2019-06-13	EPI_ISL_392542	EPI_ISL_392542|A/Boituva/863604-IAL/2019|2019-06-13	2019-06-13	South America / Brazil	Brazil	A1b/197R
EPI_ISL_392569|A/North_Carolina/26/2019|2019-08-25	EPI_ISL_392569	EPI_ISL_392569|A/North_Carolina/26/2019|2019-08-25	2019-08-25	North America / United States / North Carolina	United States	A1b/197R
EPI_ISL_392571|A/Arizona/34/2019|2019-08-22	EPI_ISL_392571	EPI_ISL_392571|A/Arizona/34/2019|2019-08-22	2019-08-22	North America / United States / Arizona	United States	A1b/197R
EPI_ISL_392573|A/California/166/2019|2019-08-15	EPI_ISL_392573	EPI_ISL_392573|A/California/166/2019|2019-08-15	2019-08-15	North America / United States / California	United States	A1b/197R
EPI_ISL_392582|A/Alaska/39/2019|2019-08-22	EPI_ISL_392582	EPI_ISL_392582|A/Alaska/39/2019|2019-08-22	2019-08-22	North America / United States / Alaska	United States	A1b/197R
EPI_ISL_393605|A/Sao_Paulo/1140710-IAL/2019|2019-08-05	EPI_ISL_393605	EPI_ISL_393605|A/Sao_Paulo/1140710-IAL/2019|2019-08-05	2019-08-05	South America / Brazil	Brazil	3c3.A
EPI_ISL_393761|A/Kenya/131/2019|2019-06-19	EPI_ISL_393761	EPI_ISL_393761|A/Kenya/131/2019|2019-06-19	2019-06-19	Africa / Kenya	Kenya	A1b/131K
EPI_ISL_393780|A/Togo/717/2019|2019-06-21	EPI_ISL_393780	EPI_ISL_393780|A/Togo/717/2019|2019-06-21	2019-06-21	Africa / Togo	Togo	A1b/135K
EPI_ISL_394019|A/Lebanon/471/2019|2019-06-28	EPI_ISL_394019	EPI_ISL_394019|A/Lebanon/471/2019|2019-06-28	2019-06-28	Asia / Lebanon	Lebanon	A1b/137F
EPI_ISL_394044|A/Seychelles/542/2019|2019-06-25	EPI_ISL_394044	EPI_ISL_394044|A/Seychelles/542/2019|2019-06-25	2019-06-25	Africa / Seychelles	Seychelles	A1b/197R
EPI_ISL_394191|A/MIE/20/2019|2019-08-02	EPI_ISL_394191	EPI_ISL_394191|A/MIE/20/2019|2019-08-02	2019-08-02	Asia / Japan	Japan	A1b/197R
EPI_ISL_394199|A/OKINAWA/74/2019|2019-07-03	EPI_ISL_394199	EPI_ISL_394199|A/OKINAWA/74/2019|2019-07-03	2019-07-03	Asia / Japan	Japan	A1b/131K
